-9.000000000000000000e+00 3.878624884223476244e+01
-8.979797979797979224e+00 3.880316745589735206e+01
-8.959595959595960224e+00 3.881995743669455123e+01
-8.939393939393939448e+00 3.883661461052024322e+01
-8.919191919191918672e+00 3.885309220761729421e+01
-8.898989898989899672e+00 3.886947151320057259e+01
-8.878787878787878896e+00 3.888570574391305712e+01
-8.858585858585858119e+00 3.890179101057508149e+01
-8.838383838383839120e+00 3.891772359458732922e+01
-8.818181818181818343e+00 3.893350000023872326e+01
-8.797979797979797567e+00 3.894911701491059830e+01
-8.777777777777778567e+00 3.896457177816454731e+01
-8.757575757575757791e+00 3.897986186079712922e+01
-8.737373737373737015e+00 3.899498535504144314e+01
-8.717171717171716239e+00 3.900994097718955800e+01
-8.696969696969697239e+00 3.902477111863204584e+01
-8.676767676767676463e+00 3.903939071915887382e+01
-8.656565656565655686e+00 3.905388702996040706e+01
-8.636363636363636687e+00 3.906822014178998614e+01
-8.616161616161615910e+00 3.908243738863018280e+01
-8.595959595959595134e+00 3.909645970989900121e+01
-8.575757575757576134e+00 3.911038105372534801e+01
-8.555555555555555358e+00 3.912416965975227612e+01
-8.535353535353534582e+00 3.913788226900257428e+01
-8.515151515151515582e+00 3.915149312738523690e+01
-8.494949494949494806e+00 3.916502296827140839e+01
-8.474747474747474030e+00 3.917853958743979348e+01
-8.454545454545455030e+00 3.919207233864812423e+01
-8.434343434343434254e+00 3.920561262813259162e+01
-8.414141414141413478e+00 3.921920002643118153e+01
-8.393939393939394478e+00 3.923292263273351921e+01
-8.373737373737373701e+00 3.924683159673895005e+01
-8.353535353535352925e+00 3.926094092894741294e+01
-8.333333333333333925e+00 3.927535677119033863e+01
-8.313131313131313149e+00 3.929010505210646187e+01
-8.292929292929292373e+00 3.930530339333728307e+01
-8.272727272727273373e+00 3.932098820814060502e+01
-8.252525252525252597e+00 3.933728633783596251e+01
-8.232323232323231821e+00 3.935424134487001879e+01
-8.212121212121212821e+00 3.937198464830417777e+01
-8.191919191919192045e+00 3.939051823103638839e+01
-8.171717171717171269e+00 3.941001421916719494e+01
-8.151515151515152269e+00 3.943051093345238201e+01
-8.131313131313131493e+00 3.945208285302952333e+01
-8.111111111111110716e+00 3.947479494662151467e+01
-8.090909090909089940e+00 3.949870017994905425e+01
-8.070707070707070940e+00 3.952379413659046747e+01
-8.050505050505050164e+00 3.955014238832290374e+01
-8.030303030303031164e+00 3.957774969380529484e+01
-8.010101010101010388e+00 3.960655894130760402e+01
-7.989898989898989612e+00 3.963658038655653115e+01
-7.969696969696969724e+00 3.966771937618198507e+01
-7.949494949494949836e+00 3.969990674299751277e+01
-7.929292929292929060e+00 3.973305708706422479e+01
-7.909090909090909172e+00 3.976711411615190173e+01
-7.888888888888889284e+00 3.980196624143453477e+01
-7.868686868686868507e+00 3.983740592351963983e+01
-7.848484848484848619e+00 3.987339114253482819e+01
-7.828282828282828731e+00 3.990974542417031046e+01
-7.808080808080807955e+00 3.994637593750773163e+01
-7.787878787878788067e+00 3.998310251115337621e+01
-7.767676767676767291e+00 4.001978884829598826e+01
-7.747474747474747403e+00 4.005634387440701971e+01
-7.727272727272726627e+00 4.009263620753308288e+01
-7.707070707070706739e+00 4.012849480022034498e+01
-7.686868686868686851e+00 4.016383920258142126e+01
-7.666666666666666075e+00 4.019854996952911819e+01
-7.646464646464646187e+00 4.023246890529784991e+01
-7.626262626262626299e+00 4.026552842025313339e+01
-7.606060606060605522e+00 4.029757868896444251e+01
-7.585858585858585634e+00 4.032860337970117115e+01
-7.565656565656565746e+00 4.035841687638581732e+01
-7.545454545454544970e+00 4.038696649682078288e+01
-7.525252525252525082e+00 4.041415933651381920e+01
-7.505050505050505194e+00 4.043990516610452346e+01
-7.484848484848484418e+00 4.046407298899583793e+01
-7.464646464646464530e+00 4.048666371432003075e+01
-7.444444444444444642e+00 4.050750736853539280e+01
-7.424242424242423866e+00 4.052660883677241799e+01
-7.404040404040403978e+00 4.054380215836766865e+01
-7.383838383838384090e+00 4.055905285433369301e+01
-7.363636363636363313e+00 4.057224223242400285e+01
-7.343434343434343425e+00 4.058338348080135205e+01
-7.323232323232323537e+00 4.059236283030872272e+01
-7.303030303030302761e+00 4.059906978081708928e+01
-7.282828282828282873e+00 4.060348375570092117e+01
-7.262626262626262985e+00 4.060554552521054461e+01
-7.242424242424242209e+00 4.060520116146938818e+01
-7.222222222222222321e+00 4.060240309189659769e+01
-7.202020202020201545e+00 4.059706836979552946e+01
-7.181818181818181657e+00 4.058920929092116126e+01
-7.161616161616161769e+00 4.057880585341733592e+01
-7.141414141414140992e+00 4.056580757341528454e+01
-7.121212121212121104e+00 4.055026489651063315e+01
-7.101010101010100328e+00 4.053220214988922265e+01
-7.080808080808080440e+00 4.051166283195510687e+01
-7.060606060606060552e+00 4.048866914502290371e+01
-7.040404040404039776e+00 4.046331026904640282e+01
-7.020202020202019888e+00 4.043578753916293778e+01
-7.000000000000000000e+00 4.040615735478507276e+01
